fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,27Q198,Q198,JHS 198 Benjamin N Cardozo,342700010198,DOE,General Academic,K-8,SE,"PK,0K,01,02,03,04,05,06,07,08",1955-07-01T00:00:00.000,Closed,Q198,365 BEACH  56 STREET,NY,1043631,155756,-73.7862,40.594,414,31,97204,4158940011,QN12,Hammels-Arverne-Edgemere,Angela Logan,Principal,718-945-3300,718-945-3303,27,27,COMMUNITY SCHOOL DISTRICT 27,Michele Lloyd-Bey,NULL,NULL,NULL,NULL,NULL,NULL,414,101
2020,24Q199,Q199,P.S. 199 Maurice A. Fitzgerald,342400010199,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1953-07-01T00:00:00.000,Open,Q199,39-20 48 AVENUE,NY,1004734,208826,-73.926081,40.739831,402,26,18900,4002060003,QN31,Hunters Point-Sunnyside-West Maspeth,Kujtim Daliposki,I.A. Principal,718-784-3431,718-786-1375,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,NULL,NULL,NULL,402,108
2020,25Q200,Q200,P.S./M.S. 200 - The Magnet School of Global Studie,342500010200,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1953-07-01T00:00:00.000,Open,Q200,70-10 164 STREET,NY,1038084,205685,-73.805759,40.73107,408,24,122701,4067890001,QN38,Pomonok-Flushing Heights-Hillcrest,Kevin Mcauliffe,Principal,718-969-7780,718-380-2615,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,408,107
2020,30Q365,Q365,Global Scholars Academies Of Long Island City,343000011365,DOE,General Academic,High school,,,2012-07-01T00:00:00.000,"Initiated, never opened",Q452,14-30 BROADWAY,NY,1002558,218315,-73.933907,40.765881,401,22,4500,4005290002,QN70,Astoria,NULL,NULL,NULL,NULL,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NULL,NULL,NULL,NULL,NULL,NULL,401,114
2020,25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,342500010201,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q201,65-11 155 STREET,NY,1036070,207674,-73.813011,40.736541,408,24,122702,4067920100,QN38,Pomonok-Flushing Heights-Hillcrest,Umit Serin,Principal,718-359-0620,718-321-2081,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,408,107
2020,27Q202,Q202,J.H.S. 202 Robert H. Goddard,342700010202,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1964-07-01T00:00:00.000,Open,Q202,138-30 LAFAYETTE STREET,NY,1026972,183743,-73.845992,40.670905,410,32,5800,4114030001,QN56,Ozone Park,WILLIAM FITZGERALD,Principal,718-848-0001,718-848-8082,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,410,106
2020,26Q203,Q203,P.S. 203 Oakland Gardens,342600010203,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1961-07-01T00:00:00.000,Open,Q203,53-11 SPRINGFIELD BOULEVARD,NY,1050793,213927,-73.759822,40.753606,411,23,138501,4074820317,QN42,Oakland Gardens,DEBORAH FLORIO,Principal,718-423-8652,718-423-8713,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,NULL,NULL,NULL,411,111
2020,30Q204,Q204,I.S. 204 Oliver W. Holmes,343000010204,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1957-07-01T00:00:00.000,Open,Q204,36-41 28 STREET,NY,1002915,214887,-73.932628,40.756471,401,26,5100,4003430001,QN68,Queensbridge-Ravenswood-Long Island City,Faye Erstejn Kotzer,Principal,718-937-1463,718-937-7964,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,401,114
2020,26Q205,Q205,P.S. 205 Alexander Graham Bell,342600010205,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q205,75-25 BELL BOULEVARD,NY,1051764,208247,-73.756374,40.738008,411,23,129103,4077530001,QN42,Oakland Gardens,KAREN PIAZZA,Principal,718-464-5773,718-464-5875,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,NULL,NULL,NULL,411,111
2020,28Q206,Q206,P.S. 206 The Horace Harding School,342800010206,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q206,61-02 98 STREET,NY,1022771,206738,-73.861004,40.73404,406,29,71702,4020830123,QN18,Rego Park,Joan Thomas,Principal,718-592-0300,718-271-7011,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,NULL,NULL,NULL,406,112
2020,28Q206,Q206,P.S. 206 The Horace Harding School,342800010206,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q206,61-02 98 STREET,NY,1022771,206738,-73.861004,40.73404,406,29,71702,4020830123,QN18,Rego Park,Joan Thomas,Principal,718-592-0300,718-271-7011,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,NULL,NULL,NULL,406,112
2020,27Q207,Q207,P.S. 207 Rockwood Park,342700010207,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1965-07-01T00:00:00.000,Open,Q207,159-15 88 STREET,NY,1027566,178946,-73.843881,40.657736,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach,Eileen Davies,Principal,718-848-2700,718-848-4226,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,410,106
2020,29Q208,Q208,P.S./I.S. 208,342900010208,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2003-02-25T00:00:00.000,Open,Q208,74-30 COMMONWEALTH BLVD,NY,1059722,210554,-73.727632,40.744276,413,23,156700,4078700070,QN43,Bellerose,JAMES PHILEMY,Principal,718-468-6420,718-468-5054,26,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,NULL,NULL,NULL,413,105
2020,25Q209,Q209,P.S. 209 Clearview Gardens,342500010209,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1956-07-01T00:00:00.000,Open,Q209,16-10 UTOPIA PARKWAY,NY,1040787,224894,-73.795845,40.783777,407,19,101700,4057340001,QN47,Ft. Totten-Bay Terrace-Clearview,MARY MCDONNELL,Principal,718-352-3939,718-352-0367,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,407,109
2020,27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,342700010210,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1967-07-01T00:00:00.000,Open,Q210,93-11 101 AVENUE,NY,1026508,188790,-73.847633,40.68476,409,32,3800,4090670001,QN53,Woodhaven,KULJIT SINGH,Principal,718-845-5942,718-845-4037,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,409,102
2020,24Q211,Q211,Elm Tree Elementary School,342400010211,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,Q298,50-51 98TH STREET,NY,1022101,209323,-73.863408,40.741139,404,21,44302,4018910001,QN25,Corona,Kristen Niven,Principal,929-208-4860,909-208-4862,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,NULL,NULL,NULL,404,110
2020,30Q212,Q212,P.S. 212,343000010212,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2000-07-01T00:00:00.000,Open,Q212,34-25 82 STREET,NY,1016262,213649,-73.884458,40.753035,403,25,28300,4014430019,QN28,Jackson Heights,CARIN ELLIS,Principal,718-898-6973,718-898-7068,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,26Q213,Q213,P.S. 213 The Carl Ullman School,342600010213,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1955-07-01T00:00:00.000,Open,Q213,231-02 67 AVENUE,NY,1054798,211698,-73.74539,40.747457,411,23,137700,4076770001,QN42,Oakland Gardens,Megan Mccauley,Principal,718-423-8747,718-423-8805,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,NULL,NULL,NULL,411,111
2020,25Q214,Q214,P.S. 214 Cadwallader Colden,342500010214,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1954-07-01T00:00:00.000,Open,Q214,31-15 140 STREET,NY,1032001,219934,-73.827606,40.770215,407,20,88901,4044130020,QN22,Flushing,Denise Fuccillo,Principal,718-461-4055,718-460-6841,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,407,109
2020,27Q215,Q215,P.S. 215 Lucretia Mott,342700010215,DOE,General Academic,Elementary,"05,SE","0K,01,02,03,04,05",1953-07-01T00:00:00.000,Closed,Q215,535 BRIAR PLACE,NY,1051290,157771,-73.758587,40.599467,414,31,99801,4157720031,QN15,Far Rockaway-Bayswater,SUSAN RIPPE HOFMANN,PRINCIPAL,718-327-7928,718-327-7804,27,27,COMMUNITY SCHOOL DISTRICT 27,"BARTON, MARY",NULL,NULL,NULL,NULL,NULL,NULL,414,101
2020,26Q216,Q216,J.H.S. 216 George J. Ryan,342600010216,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1954-07-01T00:00:00.000,Open,Q216,64-20 175 STREET,NY,1041199,207921,-73.794501,40.737188,408,24,134100,4069030001,QN41,Fresh Meadows-Utopia,Reginald Landeau,Principal,718-358-2005,718-358-2070,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,NULL,NULL,NULL,408,107
2020,28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,342800010217,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1956-07-01T00:00:00.000,Open,Q217,85-05 144 STREET,NY,1036520,198145,-73.811461,40.710384,408,24,23200,4097240173,QN35,Briarwood-Jamaica Hills,PATRICK BURNS,Principal,718-657-1120,718-291-3668,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,NULL,NULL,NULL,408,107
2020,25Q219,Q219,P.S. 219 Paul Klapper,342500010219,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1953-07-01T00:00:00.000,Open,Q219,144-39 GRAVETT ROAD,NY,1033068,207998,-73.823841,40.737448,408,24,80900,4065070001,QN37,Kew Gardens Hills,Frederick Wright,Principal,718-793-2130,718-793-1039,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,408,107
2020,28Q220,Q220,P.S. 220 Edward Mandel,342800010220,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1956-07-01T00:00:00.000,Open,Q220,62-10 108 STREET,NY,1025093,207570,-73.852621,40.736314,406,29,74500,4021430001,QN17,Forest Hills,Josette Pizarro,Principal,718-592-3030,718-271-7642,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,NULL,NULL,NULL,406,112
2020,26Q221,Q221,P.S. 221 The North Hills School,342600010221,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1958-07-01T00:00:00.000,Open,Q221,57-40 MARATHON PARKWAY,NY,1058629,215845,-73.731518,40.758808,411,23,152901,4082760620,QN45,Douglas Manor-Douglaston-Little Neck,Patricia Bullard,Principal,718-225-7029,718-225-7030,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 4- Queens North,NULL,NULL,NULL,411,111
2020,30Q222,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,343000010222,DOE,General Academic,Early Childhood,"PK,0K,01,02","PK,0K,01,02",2002-07-01T00:00:00.000,Open,Q222,86-15 37 AVENUE,NY,1017501,212706,-73.879991,40.750442,403,25,27900,4014600034,QN28,Jackson Heights,YVONNE MARRERO,Principal,718-429-2563,718-429-3484,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,27Q223,Q223,P.S. 223 Lyndon B. Johnson,342700010223,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1974-07-01T00:00:00.000,Open,Q223,125-20 SUTPHIN BOULEVARD,NY,1042632,184866,-73.78953,40.673898,412,28,18401,4120510020,QN76,Baisley Park,TEKESHA BABB,I.A. Principal,718-558-2900,718-925-9020,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,412,113
2020,75Q224,Q224,P.S. Q224,307500014224,DOE,Special Education,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08,09,SE",1989-06-26T00:00:00.000,Open,Q186,252-12 72 AVENUE,NY,1061389,212483,-73.721594,40.749556,413,23,155102,4084010375,QN44,Glen Oaks-Floral Park-New Hyde Park,DESMOND PARK,Principal,718-831-4024,718-831-4026,26,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 751,NULL,NULL,NULL,413,105
2020,27Q225,Q225,P.S. 225 Seaside,342700010225,DOE,General Academic,K-8,"05,08,SE","PK,0K,01,02,03,04,05,06,07,08",1964-07-01T00:00:00.000,Closed,Q225,190 BEACH 110 STREET,NY,1031169,150962,-73.83109,40.580907,414,32,93800,4161810001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Tammy Holloway,I.A. PRINCIPAL,718-945-5218,718-474-8176,27,27,COMMUNITY SCHOOL DISTRICT 27,"LLOYD-BEY, MICHELE",NULL,NULL,NULL,NULL,NULL,NULL,414,100
2020,27Q226,Q226,J.H.S. 226 Virgil I. Grissom,342700010226,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1975-07-01T00:00:00.000,Open,Q226,121-10 ROCKAWAY BOULEVARD,NY,1035086,185258,-73.81673,40.675021,410,28,84000,4117140100,QN55,South Ozone Park,RUSHELL WHITE,Principal,718-843-2260,718-835-6317,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,410,106
2020,30Q227,Q227,I.S. 227 Louis Armstrong,343000011227,DOE,General Academic,Junior High-Intermediate-Middle,"0K,05,06,07,08,SE","05,06,07,08",1979-07-01T00:00:00.000,Open,Q227,32-02 JUNCTION BOULEVARD,NY,1018987,215304,-73.874614,40.757567,403,21,35300,4014230001,QN27,East Elmhurst,Helen Ponella,Principal,718-335-7500,718-779-7186,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,343000010228,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",2001-07-01T00:00:00.000,Open,Q228,32-63 93 STREET,NY,1018895,215072,-73.874947,40.756931,403,21,35300,4014230057,QN27,East Elmhurst,OLGA GUZMAN,Principal,718-899-5799,718-899-7323,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,30Q228,Q228,The Ivan Lafayette Early Childhood School of the A,343000010228,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",2001-07-01T00:00:00.000,Open,Q228,32-63 93 STREET,NY,1018895,215072,-73.874947,40.756931,403,21,35300,4014230057,QN27,East Elmhurst,OLGA GUZMAN,Principal,718-899-5799,718-899-7323,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,24Q229,Q229,P.S. 229 Emanuel Kaplan,342400010229,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1967-07-01T00:00:00.000,Open,Q229,67-25 51 ROAD,NY,1012765,206958,-73.897108,40.734682,405,30,51300,4024230001,QN30,Maspeth,SETH BERGER,I.A. Principal,718-446-2120,718-672-3117,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,NULL,NULL,NULL,405,104
2020,30Q230,Q230,I.S. 230,343000010230,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,Q230,73-10 34 AVENUE,NY,1013928,213494,-73.892883,40.752618,403,25,28900,4012600001,QN28,Jackson Heights,Ronald Zirin,Principal,718-335-7648,718-335-7513,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,403,115
2020,29Q231,Q231,I.S. 231 Magnetech 2000,342900010231,DOE,General Academic,Junior High-Intermediate-Middle,"08,SE","06,07,08",1963-07-01T00:00:00.000,Closed,Q231,145-00 SPRINGFIELD BOULEVARD,NY,1051000,181576,-73.759396,40.664809,413,31,32000,4133310001,QN03,Springfield Gardens South-Brookville,EMMANUEL LUBIN,PRINCIPAL,718-276-5140,718-276-2259,29,29,COMMUNITY SCHOOL DISTRICT 29,"MURRAY, LENON",NULL,NULL,NULL,NULL,NULL,NULL,413,105
2020,27Q232,Q232,P.S. 232 Lindenwood,342700010232,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1962-07-01T00:00:00.000,Open,Q232,153-23 83 STREET,NY,1025691,181738,-73.850622,40.665408,410,32,6202,4114450001,QN57,Lindenwood-Howard Beach,LISA JOSEPHSON,Principal,718-848-9247,718-738-8505,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 2- Queens South,NULL,NULL,NULL,410,106
2020,75Q233,Q233,P.S. Q233,307500014233,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","02,03,04,05,06,07,08,09,10,11,12,SE",1989-06-26T00:00:00.000,Open,Q686,91-30 METROPOLITAN AVENUE,NY,1024300,197410,-73.855543,40.708431,406,29,64500,4038860800,QN17,Forest Hills,DEBBIE EDMONDS SHADDI,Principal,718-286-4700,718-286-4701,28,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 752,NULL,NULL,NULL,406,112
2020,30Q234,Q234,P.S. 234,343000010234,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2003-07-01T00:00:00.000,Open,Q234,30-15 29 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,Dora Danner,Principal,718-956-2760,718-956-2765,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,401,114
2020,30Q234,Q234,P.S. 234,343000010234,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2003-07-01T00:00:00.000,Open,Q234,30-15 29 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,Dora Danner,Principal,718-956-2760,718-956-2765,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,401,114
2020,30Q235,Q235,Academy for New Americans,343000010235,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",1999-07-01T00:00:00.000,Open,Q234,30-14 30 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,Betty Cartagena,Principal,718-956-4140,718-956-4145,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,401,114
2020,30Q235,Q235,Academy for New Americans,343000010235,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",1999-07-01T00:00:00.000,Open,Q234,30-14 30 STREET,NY,1005567,218688,-73.923044,40.766898,401,22,7300,4005920015,QN71,Old Astoria,Betty Cartagena,Principal,718-956-4140,718-956-4145,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 5- Queens North,NULL,NULL,NULL,401,114
2020,24Q236,Q236,International High School for Health Sciences,342400011236,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,Q455,48-01 90 STREET,NY,1019130,209204,-73.874129,40.740824,404,25,46100,4018490001,QN29,Elmhurst,Carl Finney,Principal,718-595-8600,718-595-8605,24,24,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",404,110
2020,25Q237,Q237,I.S. 237,342500010237,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1971-07-01T00:00:00.000,Open,Q237,46-21 COLDEN STREET,NY,1033735,212365,-73.821402,40.74943,407,20,84500,4051470001,QN22,Flushing,JUDITH FRIEDMAN,Principal,718-353-6464,718-460-6427,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 3- Queens North,NULL,NULL,NULL,407,109
2020,29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,342900010238,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,Q238,88-15 182 STREET,NY,1045336,199025,-73.779653,40.712743,412,27,47000,4099190006,QN61,Jamaica,Peter Leddy,Principal,718-297-9821,718-658-5288,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,NULL,NULL,NULL,412,103
2020,24Q239,Q239,P.S. 239,342400010239,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2003-07-01T00:00:00.000,Open,Q239,17-15 WEIRFIELD STREET,NY,1010914,194113,-73.903838,40.699431,405,34,55300,4035610001,QN20,Ridgewood,Michele Dzwonek,Principal,718-417-2840,718-417-2845,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 2- Queens North,NULL,NULL,NULL,405,104
2020,25Q240,Q240,Veritas Academy,342500011240,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225,217995,-73.826811,40.764892,407,20,116100,4050020001,QN22,Flushing,Cheryl Quatrano,Principal,718-888-7520,718-888-7524,25,25,NULL,NULL,NYCDOE Borough Office - Queens North,"PISACANO, MARY",School Support Team 1- Queens North,HS01,HS Network 01 Superintendent Office,"LINDSEY, ELAINE",407,109
2020,25Q241,Q241,Queens High School for Language Studies,342500011241,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,Q460,35-01 UNION STREET,NY,1032225,217995,-73.826811,40.764892,407,20,116100,4050020001,QN22,Flushing,Melanie Lee,Principal,718-888-7530,718-888-7526,25,25,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",407,109
